Activity number,Material Group,Mat/Srv Group Desc.,Base Unit,Service Category,Service Category.1,Valuation Class,Val. Class Desc.,G/L Account,Service Short Text,Service Long Text,Deletion Indicator
402223,S0080,SFTY & FIRE SERVICES,AU,Z004,O&M SERVICES,7121.0,R&M-Fire Fightng Sys,7412100000.0,"INSTALL/COMM,PUMP,WATER,50HP,MULSIFIER","INSTALLATION AND COMMISSIONING OF AUTOMATIC ELECTRIC MOTOR FIRE WATER PUMP OF CAPACITY 37 KWH/ 50 HP, 415 VOLTS, 2950RPM, 3 PHASE ALONGWITH ALL REQUIRED ACCESSORIES, AS PER SPECIFICATION ENCLOSED. ",
302320,S0029,CIVIL-OTHERS,NO,Z003,CIVIL SERVICES,,,,"S/F,CFL,2X36W,MIRRO OPTIC FTG.,ANONIZED","S/F OF FACTORY WIRED,  RECESS MOUNTING MIRROR  OPTIC  FITTING FOR  2X36  WATT CFL WITH ELECTONIC  BALLST  & BRIGHT ANODIZED ALUNIMIUM REFLECTOR & P5 PARALITE LOUVERS WITH 3 NOS. 36 WATT CFL LAMPS COMPLETE IN ALL RESPECT. (PWD ELE. SCH.2016, 425 II) ",
302183,S0029,CIVIL-OTHERS,NO,Z003,CIVIL SERVICES,,,,S/F 2/3/4 ROUND STEEL JB 25MM DIA 2MM TK,"SUPPLY AND FIXING OF 2/3/4 WAYS ROUND PVC JUNCTION BOX CONFIRMING TO ISS FOR 25MM DIA 2.0 MM THICK PVC CONDUIT  CONCEALED  IN WALL,  KEEPING  ITS  LEVEL  UPTO  PLASTER  DULY PROVIDED  WITH  PROPER  SIZE  COVER  SCREWED  AS DIRECTED  AT  SITE  BY ENGINEER-IN-CHARGE  WITH  SUPPLY  OF  ALL  MATERIAL,  LABOUR  &  T&P  ETC.  REQUIRED  FOR  PROPER COMPLETION OF WORK.  (PWD ELE. SCH.2016,155 A) ",
700845,S0064,AMS OF 132kV LINES,M,Z017,PROJECT DESIGN SERVICES,7511.0,R&M-Undergrnd Cable,7451100000.0,"LAY,CABLE,132KV,3+1,HDPE,RAIL/ROAD/ETC",LAYING OF ALL (3+1 SPARE) SINGLE CORE CABLE THROUGH HDPE PIPES(TRENCHLESS) IN ROAD/RAIL/ETC CROSSING ALONG WITH INSTALLATION OF APPROACH CABLE -132KV,
700853,S0064,AMS OF 132kV LINES,JOB,Z017,PROJECT DESIGN SERVICES,7501.0,R&M-OL:L(fab)V>66KVA,7450100000.0,"FOUNDN,CIVIL,W/EREC,STR&INSTALL,LA,132KV",CIVIL FOUNDATION AND ERECTION OF STRUCTURE WITH INSTALLATION OF LA-132KV,
302276,S0029,CIVIL-OTHERS,NO,Z003,CIVIL SERVICES,,,,"S/F,DB,8 WAY TPN,SURFACE/FLUSH MOUNTNG","""S/F SURFACE/FLUSH MOUNTING 8 WAYS TPN DISTRIBUTION BOARD WITHOUT ADDITIONAL DOOR AND MCB COMPLETE IN ALL RESPECT AS PER DIRECTION OF E/I. (PWD ELE. SCH.2016, 1026 CAT A)""",
700830,S0084,O&M SERVICES - LINE,NO,Z017,PROJECT DESIGN SERVICES,7151.0,R&M-Comm-Equi-radio,7415100000.0,SPLICG&INSTAL-JOINTBOX-24FIBRE-LIVE LINE,SPLICING & INSTALLATION OF JOINT BOX (24 FIBRE) - LIVE LINE INSTALLATION,
700831,S0084,O&M SERVICES - LINE,NO,Z017,PROJECT DESIGN SERVICES,7151.0,R&M-Comm-Equi-radio,7415100000.0,SPLICG&INSTAL-JOINTBOX-48FIBRE-LIVE LINE,SPLICING & INSTALLATION OF JOINT BOX (48 FIBRE) - LIVE LINE INSTALLATION,
700828,S0049,EREC. OF EQUIPMENTS,KM,Z017,PROJECT DESIGN SERVICES,7151.0,R&M-Comm-Equi-radio,7415100000.0,INSTAL-24FIRE DWSM OPGW-LIVE LINE,"INSTALLATION, LAYING, TEST & COMMISSIONING OF LINKS ETC. OF 24 FIBRE (DWSM) OPGW FIBRE OPT IC CABLE ALONGWITH ALL NECESSARY HARDWARE SETS EXCLUDING JONT BOX. - LIVE LINE INSTALLATIO N",
700829,S0049,EREC. OF EQUIPMENTS,KM,Z017,PROJECT DESIGN SERVICES,7151.0,R&M-Comm-Equi-radio,7415100000.0,INSTAL-48FIRE DWSM OPGW-LIVE LINE,"INSTALLATION, LAYING, TEST & COMMISSIONING OF LINKS ETC. OF 48 FIBRE (DWSM) OPGW FIBRE OPT IC CABLE ALONGWITH ALL NECESSARY HARDWARE SETS EXCLUDING JONT BOX. - LIVE LINE INSTALLATIO N",
700833,S0049,EREC. OF EQUIPMENTS,KM,Z017,PROJECT DESIGN SERVICES,7151.0,R&M-Comm-Equi-radio,7415100000.0,INSTAL-24FIRE DWSM OPGW-OFF LINE,"INSTALLATION, LAYING, TEST & COMMISSIONING OF LINKS ETC. OF 24 FIBRE (DWSM) OPGW FIBRE OPT IC CABLE ALONGWITH ALL NECESSARY HARDWARE SETS EXCLUDING JONT BOX. - FOR OFF-LINE INSTALLA TION (UNDER SHUTDOWN CONDITION)",
700834,S0049,EREC. OF EQUIPMENTS,KM,Z017,PROJECT DESIGN SERVICES,7151.0,R&M-Comm-Equi-radio,7415100000.0,INSTAL-48FIRE DWSM OPGW-OFF LINE,"INSTALLATION, LAYING, TEST & COMMISSIONING OF LINKS ETC. OF 48 FIBRE (DWSM) OPGW FIBRE OPT IC CABLE ALONGWITH ALL NECESSARY HARDWARE SETS EXCLUDING JONT BOX. - FOR OFF-LINE INSTALLA TION (UNDER SHUTDOWN CONDITION)",
700783,S0035,FOUNDATION WORK,M3,Z017,PROJECT DESIGN SERVICES,7501.0,R&M-OL:L(fab)V>66KVA,7450100000.0,TWR CONC COST 1:2:4,"CONCRETING OF ALL TYPE OF TOWER FOUNDATION INCLUDING COST OF CEMENT, DEWATERING,SHORING,AN D SHUTTERING,FORMING,CURRING BUT EXCLUDING COST OF REINFORCEMENT BARS 1:2:4 CONCRETING",
500115,S0040,UNLDG. OF TRF/RCTR,JOB,Z005,TRNSPRTATN AND LOGISTICS,7138.0,R&M-TP:Transf>100KVA,7413800000.0,"UNLOAD,TRF, 200MVA,400/220KV","UNLOADING OF  200MVA,400/220KV TRANSFORMER",
300543,S0021,PILE FOUNDATION WORK,NO,Z003,CIVIL SERVICES,,,,"AS 21.01,02,U/REAM >3.5M <CUTOFF,600MM",As in item CSI no.-20.01.02 above but for under reaming beyond 3.50 Metre below the cut off level. (CSI No.-20.04)(d) For 600 mm dia piles. ,
200016,S0042,ERECTION OF TRF/RCTR,NO,Z002,ERECT. & INSTL. SERVICES,7138.0,R&M-TP:Transf>100KVA,7413800000.0,"EREC 63 MVA,132/33KV TRF","ERECTION OF 63 MVA,132/33KV TRANSFORMER",
400668,S0084,O&M SERVICES - LINE,JOB,Z004,O&M SERVICES,7501.0,R&M-OL:L(fab)V>66KVA,7450100000.0,REP ACSR ZEBRA COND,"""REPAIRING OF DAMAGED ACSR ZEBRA CONDUCTOR BY FIXING ONE NO. REPAIR SLEEVE/MID SPAN JOINT  INCLUDING LOWERING DOWN  OF CONDUCTOR (UP TO 01 KM) AND RESTRINGING OF THE SAME WITH ALL ASSOCIATED WORK TO COMPLETE JOB SATISFACIORILY.""",
500146,S0041,TRNSPT. OF EQUIP.,JOB,Z005,TRNSPRTATN AND LOGISTICS,7599.0,R&M-Other Misc.Expen,7459900000.0,"INSURANCE,TRANSIT,EQUIPMENT",TRANSIT INSURANCE FOR EQUIPMENTS,
300425,S0026,WATER SUPPLY WORKS,NO,Z003,CIVIL SERVICES,7111.0,R&M-Outdoor Switch,7411100000.0,SLUICE VLV CI 100MM DIA W/WHEEL CL-I,"SLUICE VALVE CI 100 MM DIA. WITH WHEEL. ISS:780 & ISS: 2906 CLASS - I, 'MEC' MAKE, ISI MAR KED(CSI NO. 26.11B)",
300424,S0026,WATER SUPPLY WORKS,NO,Z003,CIVIL SERVICES,7111.0,R&M-Outdoor Switch,7411100000.0,P&F SLUICE VLV CI 80MM DIA W/WHEEL CL-I,"PROVIDING AND FIXING SLUICE VALVE, CI 80 MM DIA. WITH WHEEL. ISS:780 & ISS: 2906 CLASS - I , 'MEC' MAKE, ISI MARK HEAVY QUALITY INCLUDING SUPPLY OF ALL MATERIALS, LABOUR AND T&P REQ UIRED FOR PROPER COMPLETION OF WORK.  (CSI NO. 26.11A)",
400496,S0057,REPL.-GASKET PWR TRF,JOB,Z004,O&M SERVICES,7138.0,R&M-TP:Transf>100KVA,7413800000.0,DRAIN/FILL OIL FOR TRF/REACTOR,DRAIN/FILL OIL FOR TRANSFORMER/REACTOR,
300271,S0019,TUBEWELL BORING WORK,NO,Z003,CIVIL SERVICES,,,,"INST-0.5HP HOR,SELFPRM,1P,MNBLK TLU PUMP","SUPPLY AND INSTALLATION OF 0.5 HP KIRLOSKAR OR EQUIVALENT MAKE  HORIZONTAL, SELF PRIMING, SINGLE PHASE ,MONOBLOCK TULLU PUMP INCLUDING COST OF LABOUR, T&P AND MATERIAL REQUIRED FOR  COMPLETION OF WORK.  (CSI NO. 19.30)",
300272,S0019,TUBEWELL BORING WORK,NO,Z003,CIVIL SERVICES,,,,INST CTRL PNL FOR 1HP PUMP SET 1PH,SUPPLY & INSTALLATION OF ELECTRICAL CONTROL PANEL OF L&T / HAVELLS OR EQUIVALENT MAKE FOR SUBMERSIBLE PUMP / PUMPSET CONTAINING CONTRACTOR RELAY CONDENSER.  (CSI NO. 19.31) FOR 1 H P PUMP SET SINGLE PHASE,
300273,S0019,TUBEWELL BORING WORK,NO,Z003,CIVIL SERVICES,,,,INST CTRL PNL FOR 1.5/2HP PUMP SET 1PH,SUPPLY & INSTALLATION OF ELECTRICAL CONTROL PANEL OF L&T / HAVELLS OR EQUIVALENT MAKE FOR SUBMERSIBLE PUMP / PUMPSET CONTAINING CONTRACTOR RELAY CONDENSER.  (CSI NO. 19.31) FOR 1.5 / 2 H.P PUMP SET SINGLE PHASE,
300274,S0019,TUBEWELL BORING WORK,NO,Z003,CIVIL SERVICES,,,,INST CTRL PNL FOR 3HP PUMP SET 1PH,SUPPLY & INSTALLATION OF ELECTRICAL CONTROL PANEL OF L&T / HAVELLS OR EQUIVALENT MAKE FOR SUBMERSIBLE PUMP / PUMPSET CONTAINING CONTRACTOR RELAY CONDENSER.  (CSI NO. 19.31) FOR 3 H .P PUMP SET SINGLE PHASE,
300275,S0019,TUBEWELL BORING WORK,NO,Z003,CIVIL SERVICES,,,,INST CTRL PNL FOR 5HP PUMP SET 3PH,SUPPLY & INSTALLATION OF ELECTRICAL CONTROL PANEL OF L&T / HAVELLS OR EQUIVALENT MAKE FOR SUBMERSIBLE PUMP / PUMPSET CONTAINING CONTRACTOR RELAY CONDENSER.  (CSI NO. 19.31) FOR 5 H .P PUMP SET THREE PHASE,
300276,S0019,TUBEWELL BORING WORK,NO,Z003,CIVIL SERVICES,,,,INST CTRL PNL FOR 7.5HP PUMP SET 3PH,SUPPLY & INSTALLATION OF ELECTRICAL CONTROL PANEL OF L&T / HAVELLS OR EQUIVALENT MAKE FOR SUBMERSIBLE PUMP / PUMPSET CONTAINING CONTRACTOR RELAY CONDENSER.  (CSI NO. 19.31) FOR 7.5  H.P PUMP SET THREE PHASE,
300277,S0019,TUBEWELL BORING WORK,NO,Z003,CIVIL SERVICES,,,,INST CTRL PNL FOR 10HP PUMP SET 3PH,SUPPLY & INSTALLATION OF ELECTRICAL CONTROL PANEL OF L&T / HAVELLS OR EQUIVALENT MAKE FOR SUBMERSIBLE PUMP / PUMPSET CONTAINING CONTRACTOR RELAY CONDENSER.  (CSI NO. 19.31) FOR 10 H.P PUMP SET THREE PHASE,
300278,S0019,TUBEWELL BORING WORK,NO,Z003,CIVIL SERVICES,,,,INST CTRL PNL FOR 15HP PUMP SET 3PH,SUPPLY & INSTALLATION OF ELECTRICAL CONTROL PANEL OF L&T / HAVELLS OR EQUIVALENT MAKE FOR SUBMERSIBLE PUMP / PUMPSET CONTAINING CONTRACTOR RELAY CONDENSER.  (CSI NO. 19.31) FOR 15 H.P PUMP SET THREE PHASE,
300279,S0019,TUBEWELL BORING WORK,NO,Z003,CIVIL SERVICES,,,,"INST-SUBMER PUMP 1HP,32MM DIA,HEAD 78/30","SUPPLY & INSTALLATION OF  SUBMERSIBLE PUMP OF K.S.B/ CALAMA. OR EQT. MAKE INCLUDING COST O F LABOUR, T&P AND MATERIAL REQUIRED FOR COMPLETION OF WORK.  (CSI NO. 19.32) 1 HP OUTLET 3 2 MM DIA. OR MORE, HEAD 78/30,DISCHARGE 1100/2800 LPH",
300280,S0019,TUBEWELL BORING WORK,NO,Z003,CIVIL SERVICES,,,,"INST-SUBMER PUMP 1.5HP,40MMOD,HEAD 71/36","SUPPLY & INSTALLATION OF  SUBMERSIBLE PUMP OF K.S.B/ CALAMA. OR EQT. MAKE INCLUDING COST O F LABOUR, T&P AND MATERIAL REQUIRED FOR COMPLETION OF WORK.  (CSI NO. 19.32) 1.5 HP OUTLET  40MM DIA. OR MORE, HEAD 71/36, DISCHARGE 2000/6000 LPH",
300281,S0019,TUBEWELL BORING WORK,NO,Z003,CIVIL SERVICES,,,,"INST-SUBMER PUMP 2HP,40MM OD,HEAD 89/45","SUPPLY & INSTALLATION OF  SUBMERSIBLE PUMP OF K.S.B/ CALAMA. OR EQT. MAKE INCLUDING COST O F LABOUR, T&P AND MATERIAL REQUIRED FOR COMPLETION OF WORK.  (CSI NO. 19.32) 2 HP OUTLET 4 0MM DIA. OR MORE, HEAD 89/45, DISCHARGE 2000/6000 LPH",
300282,S0019,TUBEWELL BORING WORK,NO,Z003,CIVIL SERVICES,,,,"INST-SUBMER PUMP 3HP,50MM OD,HEAD 60/24","SUPPLY & INSTALLATION OF  SUBMERSIBLE PUMP OF K.S.B/ CALAMA. OR EQT. MAKE INCLUDING COST O F LABOUR, T&P AND MATERIAL REQUIRED FOR COMPLETION OF WORK.  (CSI NO. 19.32) 3 HP OUTLET 5 0 MM DIA. OR MORE, HEAD 60/24, DISCHARGE 6000/14000 LPH",
300283,S0019,TUBEWELL BORING WORK,NO,Z003,CIVIL SERVICES,,,,"INST-SUBMER PUMP 5HP,50MM OD,HEAD 60/24","SUPPLY & INSTALLATION OF  SUBMERSIBLE PUMP OF K.S.B/ CALAMA. OR EQT. MAKE INCLUDING COST O F LABOUR, T&P AND MATERIAL REQUIRED FOR COMPLETION OF WORK.  (CSI NO. 19.32) THREE PHASE 5  HP OUTLET 50 MM DIA. OR MORE, HEAD 60/24, DISCHARGE 9000/24000 LPH",
300284,S0019,TUBEWELL BORING WORK,NO,Z003,CIVIL SERVICES,,,,"INST-SUBMER PUMP 7.5HP,65MMOD,HEAD 57/46","SUPPLY & INSTALLATION OF  SUBMERSIBLE PUMP OF K.S.B/ CALAMA. OR EQT. MAKE INCLUDING COST O F LABOUR, T&P AND MATERIAL REQUIRED FOR COMPLETION OF WORK.  (CSI NO. 19.32)F)  THREE PHAS E 7.5 HP OUTLET 65 MM DIA. OR MORE, HEAD 57/46, DISCHARGE 24000/30000 LPH",
300285,S0019,TUBEWELL BORING WORK,NO,Z003,CIVIL SERVICES,,,,"INST-SUBMER PUMP 10HP,80MM OD,HEAD 63/31","SUPPLY & INSTALLATION OF  SUBMERSIBLE PUMP OF K.S.B/ CALAMA. OR EQT. MAKE INCLUDING COST O F LABOUR, T&P AND MATERIAL REQUIRED FOR COMPLETION OF WORK.  (CSI NO. 19.32) THREE PHASE 1 0 HP OUTLET 80 MM DIA. OR MORE, HEAD 63/31, DISCHARGE 20000/50000 LPH",
300286,S0019,TUBEWELL BORING WORK,NO,Z003,CIVIL SERVICES,,,,"INST-SUBMER PUMP 15HP,80MM OD,HEAD 57/28","SUPPLY & INSTALLATION OF  SUBMERSIBLE PUMP OF K.S.B/ CALAMA. OR EQT. MAKE INCLUDING COST O F LABOUR, T&P AND MATERIAL REQUIRED FOR COMPLETION OF WORK.  (CSI NO. 19.32) THREE PHASE 1 5 HP OUTLET 80 MM DIA. OR MORE, HEAD 57/28, DISCHARGE 30000/65000 LPH",
301662,S0029,CIVIL-OTHERS,NO,Z003,CIVIL SERVICES,,,,INST 1.5 TON WIN 3STAR AC,"SUPPLY & INSTALLATION IN COMPLETE RESPECT OF 1.5 TON  WINDOW AC 3 STAR (VOLTAS MAKE) ALONG  WITH 3 KVA V MICROTEK OR EQUIVALENT MAKE STABILIZER, STAND, DRAIN PIPES ETC. INCLUDING AL L LABOUR AND T&P AND ALL RELATED WORKS S REQUIRED FOR PROPER INSTALLATION AND RUNNING OF T HE SYSTEM COMPLETE IN ALL RESPECTS AS APPROVED BY ENGINEER IN CHARGE (NSI)",
301710,S0029,CIVIL-OTHERS,NO,Z003,CIVIL SERVICES,,,,"EREC/REP,TUBELIGHT/LED,40W","S/R OF 40 WATTS 4' LONG TUBE LIGHT SILVANIA LAXMAN / BAJAJ OR EQUIVALENT MAKE AS PER ISI I NCLUDING COST OF ALL LABOUR MATERIAL, T&P ETC. REQUIRED FOR PROPER COMPLETION OF THE WORK.  (CSL NO. 22.47)",
301711,S0029,CIVIL-OTHERS,NO,Z003,CIVIL SERVICES,,,,"EREC/REP,ELEC. BALLAST,40W","S/R OF 40 WATTS H.D. ELECTRONIC BALLAST (CHOKE) HAVING MINIMUM 06 MONTHS GUARANTEE SILVANI A LAXMAN / BAJAJ OR EQUIVALENT MAKE AS PER ISI INCLUDING COST OF ALL LABOUR MATERIAL, AS P ER APPROVED SAMPLE. T&P ETC. REQUIRED FOR PROPER COMPLETION OF THE WORK.(CS",
301819,S0029,CIVIL-OTHERS,NO,Z003,CIVIL SERVICES,,,,"INST,LED,SQUARE FITT,CEILING,12-15W","""SUPPLY AND FIXING OF 12 WATT TO 15 WATT INDOOR RECESS MOUNTING LED SQUARE FITTING FOR ARM STRONG CEILING HAVING POWDER COATED DIE CAST ALUMINIUM HOUSING WITH EXTENDED HEAT SINK, DI FFUSER OF POLYCARBONATE METERIAL AND DRIVER SET COMPLETE IN ALL RESPECT..""",
301835,S0029,CIVIL-OTHERS,NO,Z003,CIVIL SERVICES,,,,"INST,AC BOX,W/MCB,AS PER SPECS","PROVIDING A.C. BOX WITH MCB, ANCHOR / HAVELLS OR EQUIVALENT MAKE AS PER DIRECTION OF E/I.",
301844,S0029,CIVIL-OTHERS,NO,Z003,CIVIL SERVICES,,,,"INST,LED,SQUARE FITT,CEILING,18W","SUPPLY AND FIXING OF 18 WATT RECESS MOUNTING LED SQUARE CELLING FITTING FOR ARMSTRONG CEIL ING HAVING POWDER COATED DIE CAST ALUMINIUM BODY HOUSING WITH EXTENDED HEAT SINK, DIFFUSER  OF POLYCARBONATE MATERIAL WITH DRIVE SET COMPLETE IN ALL RESPECT CAT AAA",
301850,S0029,CIVIL-OTHERS,NO,Z003,CIVIL SERVICES,,,,INST OF CENTRE TABLE,PROVIDING & FIXING OF CENTER TABLE (NSI).,
301910,S0029,CIVIL-OTHERS,NO,Z003,CIVIL SERVICES,,,,"INST,TUBE LIGHT,LED,20W","SUPPLY AND FIXING OF 20W, LED TUBE LIGHT WITH FITTING OF HAVELLS OR EQUIVALENT MAKE APPROV ED BY ENGINEER IN CHARGE INCLUDING SUPPLY OF ALL MATERIALS LABOUR, T&P ETC. REQUIRED FOR T HE PROPER COMPLETION OF THE WORK.(CSI NO. 26.21)",
301911,S0029,CIVIL-OTHERS,NO,Z003,CIVIL SERVICES,,,,"INST,FAN,WALL,1330 RPM",SUPPLY & FIXING WAL FAN HALLVELLS MAKE WITH 1330 RPM AIR SPEED.(NSI),
301912,S0029,CIVIL-OTHERS,NO,Z003,CIVIL SERVICES,,,,"INST PUMP/MOTR,SELFPRIM,NON-CLG,5HP,50MM","PROVIDING AND INSTALLATION OF NON CLOG (SLUDGE) TYPE 5HP SELF PRIMING MONOBLOCK /SUBMRSIBL L AC SUPPLY PUMP MOTOR SET OF KSB OR EQUIVALENT MAKE HAVING 50 MM DIA SUCTION AND DELIVERY  AND HAVING DISCHARGE NOT LESS THAN 400 LPM ALSO INCLUDING SUPPLY AND FIXING L&T OR EQUIVA LENT MAKE AUTO STARTER WITH PUSH BUTTON, AMPERE METRE, VOLTMETER, HRC FUSE KITKAT, 3 NO. I NDICATOR LAMP ETC. FIXED ON PANEL BOARD OF (600X600) MM SIZE INCLUDING GRILLING, CUTTING, HOLES AND S/F BOLTS, NUTS, WASHER, PACKING AND ELECTRIC WIRING ETC. COMPLETE AND ALSO INCL UDING TESTING AND RUNNING OF PUMP SET COMPLETE,  INCLUDING COST OF ALL MATERIAL, LABOUR AN D T & P REQUIRED FOR PROPER COMPLETION OF WORK.",
301992,S0029,CIVIL-OTHERS,NO,Z003,CIVIL SERVICES,,,,"INST,12 TO 15W LED",S& F OF RECESS / SURFACE / PENDENT MOUNTED OF ROUND / SQUARE SIZE 12 TO 15 WATT LED (MAKE SYSKA /HAVELLES / PHILLIPS OR EQUIVALENT ) DOWNLIGHT HAVING POWER COATED DIE CAST ALUMINIU M HOUSING WITH HEAT SINK DIFFUSER / REFLECTOR AND DRIVER SET COMPLETE IN ALL RESPECT (PWD 2018 ITEM NO. 1402) CAT-AA TYPE (CSI- 27.09),
302040,S0029,CIVIL-OTHERS,NO,Z003,CIVIL SERVICES,,,,"INST,FAN,VENTILATOR,250MM","SUPPLY AND FIXING OF 250MM SIZE VANTILATOR FAN OF APPROVED QUALITY ISI MARK (BAJAJ/HAVELLS /USHA OR EQUIVALENT MAKE) COMPLETE WITH ALL RESPECT AS PER SAMPLE APPROVED BY ENGINEER IN CHARGE INCLUDING SUPPLY OF ALL MATERIALS, LABOUR AND T&P ETC REQURIED FOR PROPER COMPLETIO N OF THE WORK AS DIRECTION OF E/I COMPLETE.(NSI)",
302041,S0029,CIVIL-OTHERS,NO,Z003,CIVIL SERVICES,,,,"INST,HEATER/CONVERTER,ROOM","SUPPLY & FIXING OF ROOM HEAT CONVERTER (HEATER) OF APPROVED QUALITY ISI MARK.(BAJAJ/ VENUS /USHA EQUAVALENT MAKE ) WITH AUTOMATIC THERMOSTATE, ELECTRONIC REGULATOR FOR TEMPERATURE E ND FAN SPEED CONTROL COMPLETE IN ALL RESPECT AS PER APPROVED BY ENGINEER IN-CHARGE, THE RA TE ARE INCLUDING OF ALL LABOUR T&P MATERIAL ETC, REQUIRED FOR PROPER COMPLETION OF WORK( N SI )",
302047,S0029,CIVIL-OTHERS,NO,Z003,CIVIL SERVICES,,,,"INST PILLOW W/COVER,MEDIUM,W/MATRESS CVR",PROVIDING AND FIXING OF MATTRESS OF SIZE 183X91X10CM OF SLEEPWELL OR EQUIVALENT MAKE FLEXI - PUF MAKE OF DENSITY 50 KG/M WITH MATTRESS COVER.(WITH BED SHEET)COMPLETE IN ALL RESPECT.  (FOR DOUBLE BED) (ESD-393),
302048,S0029,CIVIL-OTHERS,NO,Z003,CIVIL SERVICES,,,,"INST PILLOW W/COVER,MEDIUM",PROVIDING AND FIXINGOF PILLOW(WITH COVER) OF MEDIUM SIZE OF (SLEEPWELL OR EQUIVALENT) FEXI -PUF MAKE COMPLETE IN ALL RESPECT. (ESD-393),
302049,S0029,CIVIL-OTHERS,NO,Z003,CIVIL SERVICES,,,,"INST,BATH TOWEL,55""X27"",RECT,100% COTTON","PROVIDING AND FIXING BATH TOWEL SIZE 55""X27"" RECTANGULAR SOFT ABSORBENT 100% FINE COTTON G SM 450 OF BOMBAY DYING, DCM, JOCKEY OR EQUIVALENT MAKE AS APPROVED BY THE E/I. INCLUDING S UPPLY OF ALL MATERIAL , LABOUR AND T&P ETC. REQUIRED FOR PROPER COMPLETION OF WORK AT THE REQUIRED SITE. (NSI)",
300725,S0002,CIV. CHAPTER 2,M3,Z003,CIVIL SERVICES,,,,INST BOULDERS 80 MM TO 150 MM,SUPPLY OF BOULDERS 80 MM TO 150 MM,
300726,S0002,CIV. CHAPTER 2,M3,Z003,CIVIL SERVICES,,,,INST COARSE SAND CHOPAN[1.8 TO 2.5 F.M.],SUPPLY OF COARSE SAND CHOPAN [1.8 TO 2.5 F.M.],
300727,S0002,CIV. CHAPTER 2,M3,Z003,CIVIL SERVICES,,,,INST FINE SAND (F.M. 0.8 TO 1.25),SUPPLY OF FINE SAND (F.M. 0.8 TO 1.25),
402382,S0083,O&M SERVICES - S/S,AU,Z004,O&M SERVICES,7111.0,R&M-Outdoor Switch,7411100000.0,"REPLACE,MAIN NRV,W/PIPELINE,SF6CB,145KV","REPLACEMENT OF MAIN NRV WITH PIPELINE AS REQUIRED OF 145 KV SF-6 CB, INCLUDING DISMANTLING OF MAIN NRV WITH PIPELINE & REPLACE IT WITH NEW ONE & FITTING IN ALL POLES AS REQUIRED UPTO SATISFACTORILY COMPLETION OF WORK. ",
300729,S0002,CIV. CHAPTER 2,BAG,Z003,CIVIL SERVICES,,,,INST CEMENT PORTLAND (PPC),SUPPLY OF CEMENT PORTLAND (PPC),
300730,S0002,CIV. CHAPTER 2,KG,Z003,CIVIL SERVICES,,,,INST WHITE CEMENT,SUPPLY OF WHITE CEMENT,
300731,S0002,CIV. CHAPTER 2,KG,Z003,CIVIL SERVICES,,,,INST MARBLE DUST,SUPPLY OF MARBLE DUST,
300732,S0002,CIV. CHAPTER 2,KG,Z003,CIVIL SERVICES,,,,INST COLOUR FOR FLOORING,SUPPLY OF COLOUR FOR FLOORING,
300734,S0002,CIV. CHAPTER 2,M2,Z003,CIVIL SERVICES,,,,INST KOTA STONE 18 MM SIZE,SUPPLY OF KOTA STONE 18 MM SIZE,
700015,S0080,SFTY & FIRE SERVICES,NO,Z015,SAFETY AND FIRE SERVICES,7121.0,R&M-Fire Fightng Sys,7412100000.0,EREC OF GUN METAL LANDING VALVE,PROVIDING OF GUN METAL LANDING VALVE,
700016,S0080,SFTY & FIRE SERVICES,NO,Z015,SAFETY AND FIRE SERVICES,7121.0,R&M-Fire Fightng Sys,7412100000.0,EREC OF PYROLINE COATED HOSE W/COUP,PROVIDING OF PYROLINE COATED HOSE W/COUPLING,
700017,S0080,SFTY & FIRE SERVICES,NO,Z015,SAFETY AND FIRE SERVICES,7121.0,R&M-Fire Fightng Sys,7412100000.0,EREC GUN METAL BRANCH PIPE 6/12MM,PROVIDING GUN METAL BRANCH PIPE 6/12MM,
700018,S0080,SFTY & FIRE SERVICES,NO,Z015,SAFETY AND FIRE SERVICES,7121.0,R&M-Fire Fightng Sys,7412100000.0,EREC FIRE HOSE CABINET 750X600X250M,PROVIDING FIRE HOSE CABINET 750X600X250MM,
700019,S0080,SFTY & FIRE SERVICES,NO,Z015,SAFETY AND FIRE SERVICES,7121.0,R&M-Fire Fightng Sys,7412100000.0,EREC FIRE AXE W/INSULATED RUBBER HA,PROVIDING FIRE AXE W/INSULATED RUBBER HANDLE,
400188,S0050,LAYING-PWR&CTRL CAB.,KM,Z004,O&M SERVICES,7113.0,R&M-Entire LT & HT,7411300000.0,EREC CABLE MARKER 100MM CI @EA 10M,PROV CABLE MARKER 100MM CI @EA 10M,
400204,S0052,"ILLU.-S/Y,LWN,PER.RD",NO,Z004,O&M SERVICES,7111.0,R&M-Outdoor Switch,7411100000.0,EREC ILLUM ROUND POLE 9M 410 SP.30,PROVIDING ILLUMINATION ROUND POLE 9M 410 SP.30,
400205,S0052,"ILLU.-S/Y,LWN,PER.RD",NO,Z004,O&M SERVICES,7111.0,R&M-Outdoor Switch,7411100000.0,EREC ILLUM B-LIGHT POLE 2.5M WO/PIPE COS,PROVIDING ILLUMINATION B-LIGHT POLE 2.5M WO/PIPE COST,
400206,S0052,"ILLU.-S/Y,LWN,PER.RD",NO,Z004,O&M SERVICES,7111.0,R&M-Outdoor Switch,7411100000.0,EREC ILLUM B-LIGHT POLE 2.5M W/PIPE COST,PROVIDING ILLUMINATION B-LIGHT POLE 2.5M W/PIPE COST,
